estado;clube_canonical;cidade;latitude;longitude;estadio
sao_paulo;União Barbarense;Santa Bárbara d'Oeste;-22.7536;-47.4175;Estádio Antônio Lins Ribeiro Guimarães
sao_paulo;União Mogi;Mogi das Cruzes;-23.5228;-46.1883;Estádio Francisco Ribeiro Nogueira
sao_paulo;União Suzano;Suzano;-23.5389;-46.3111;Estádio Francisco Marques Figueira
sao_paulo;União São João;Araras;-22.3586;-47.3803;Estádio Hermínio Ometto
sao_paulo;VOCEM;Assis;-22.6617;-50.4136;Estádio Antônio Viana da Silva
sao_paulo;Velo Clube;Rio Claro;-22.4122;-47.5617;Estádio Benito Agnelo Castellano
sergipe;Amadense Esporte Clube;Estância;-11.2636;-37.4389;Estádio Augusto Franco
sergipe;América de Pedrinhas;Pedrinhas;-11.0111;-37.5333;Estádio Roberto Silva
sergipe;América de Propriá;Propriá;-10.2136;-36.8375;Estádio Durval Feitosa
sergipe;Aracaju Futebol Clube;Aracaju;-10.9111;-37.0717;Arena Batistão
sergipe;Associação Desportiva Aracaju;Aracaju;-10.9167;-37.05;Arena Batistão
sergipe;Associação Desportiva Atlética Guarany;Porto da Folha;-9.9958;-37.2786;Estádio Caio Feitosa
sergipe;Associação Desportiva Boca Júnior Futebol Clube;Carmópolis;-10.5358;-37.0953;Estádio Fernando França
sergipe;Associação Desportiva Carmópolis;Carmópolis;-10.5358;-37.0936;Estádio Fernando França
sergipe;Associação Desportiva Confiança;Aracaju;-10.9167;-37.05;Arena Batistão
sergipe;Associação Desportiva Flamengo;Aracaju;-10.9167;-37.05;Arena Batistão
sergipe;Associação Desportiva Frei Paulistano;Frei Paulo;-10.5556;-37.5333;Estádio Municipal Jairton Menezes de Mendonça
sergipe;Associação Olímpica de Itabaiana;Itabaiana;-10.6897;-37.4253;Estádio Etelvino Mendonça
sergipe;Atlético Central;Estância;-11.2658;-37.4394;Estádio Augusto Franco
sergipe;Atlético Gloriense;Nossa Senhora da Glória;-10.2217;-37.4153;Estádio Editon Oliveira
sergipe;Barra dos Coqueiros;Barra dos Coqueiros;-10.9056;-37.0389;Estádio João Cruz
sergipe;Botafogo Associação Sergipana de Futebol;Cristinápolis;-11.4722;-37.7458;Estádio Geraldo Oliveira
sergipe;Canindé Esporte Clube;Canindé de São Francisco;-9.6556;-37.7833;Estádio André Avelino
sergipe;Club Sportivo Maruinense;Maruim;-10.7333;-37.1333;Estádio Vavazão
sergipe;Club Sportivo Sergipe;Aracaju;-10.9167;-37.05;Arena Batistão
sergipe;Coritiba Foot Ball Club;Curitiba;-25.4296;-49.2719;Estádio Major Antônio Couto Pereira
sergipe;Cotinguiba Esporte Clube;Aracaju;-10.9167;-37.05;Arena Batistão
sergipe;Dorense Futebol Clube;Nossa Senhora das Dores;-10.4914;-37.1833;Estádio Ariston Azevedo
sergipe;Esporte Clube Propriá;Propriá;-10.2067;-36.8356;Estádio Durval Feitosa
sergipe;Estanciano Esporte Clube;Estância;-11.2667;-37.4333;Estádio Augusto Franco
sergipe;Falcon Futebol Clube;Barra dos Coqueiros;-10.9083;-37.0333;Arena Batistão
sergipe;Força Jovem Aquidabã;Aquidabã;-10.3114;-37.0514;Estádio Municipal Manoel Anacleto
sergipe;Independente Futebol Clube;Simão Dias;-10.7417;-38.1056;Estádio Albano Franco
sergipe;Lagarto Futebol Clube;Lagarto;-10.9167;-37.5167;Estádio Paulo Barreto de Menezes
sergipe;Olímpico Esporte Clube;Itabaianinha;-11.2833;-37.7833;Estádio Souzão
sergipe;Riachão Esporte Clube;Riachão do Dantas;-11.05;-37.7333;Estádio Municipal de Riachão do Dantas
sergipe;SOCORRENSE;Nossa Senhora do Socorro;-10.8536;-37.1353;Estádio Wellington Elias
sergipe;Santa Cruz Esporte Clube;Riachuelo;-10.7333;-37.25;Estádio Francisco Leite
sergipe;Sete de Junho Esporte Clube;Tobias Barreto;-11.1819;-37.9958;Estádio Brejeirão
sergipe;Sociedade Boca Júnior Futebol Clube;Estância;-11.2658;-37.4375;Estádio Augusto Franco
sergipe;Socorro Sport Club;Nossa Senhora do Socorro;-10.8536;-37.1353;Estádio Wellington Elias
tocantins;Alvorada Esporte Clube;Alvorada;-12.4817;-49.1236;Estádio Elias Nasser
tocantins;Araguacema Futebol Clube;Araguacema;-8.8139;-49.5636;Estádio Municipal de Araguacema
tocantins;Araguaia de Palmas;Palmas;-10.2128;-48.3606;Estádio Nilton Santos
tocantins;Araguaína Futebol e Regatas;Araguaína;-7.1914;-48.2053;Estádio Municipal José de Oliveira Leal
tocantins;Arsenal Esporte Clube;Tocantinópolis;-6.3286;-47.4764;Estádio João Ribeiro
tocantins;Atlético Cerrado;Paraíso do Tocantins;-10.1764;-48.8714;Estádio Municipal Antônio Pereira Soares
tocantins;Batalhão Futebol Clube;Palmas;-10.2128;-48.3603;Estádio Nilton Santos
tocantins;Bela Vista Futebol Clube;Cachoeirinha;-6.4525;-47.6586;Estádio Municipal de Cachoeirinha
tocantins;Capital Futebol Clube;Palmas;-10.2128;-48.3603;Estádio Nilton Santos
tocantins;Central Paraíso Esporte Clube;Paraíso do Tocantins;-10.1764;-48.8736;Estádio Municipal Antônio Pereira Soares
tocantins;Colinas Esporte Clube;Colinas do Tocantins;-8.0556;-48.4597;Estádio Municipal Bigodão
tocantins;Gurupi Esporte Clube;Gurupi;-11.7292;-49.0583;Estádio Municipal Gilberto Resende
tocantins;Interporto Futebol Clube;Porto Nacional;-10.7083;-48.4175;Estádio General Sampaio
tocantins;Miranorte Esporte Clube;Miranorte;-9.5486;-48.3964;Estádio Municipal Zeca Marinho
tocantins;Nova Conquista Esporte Clube;Santa Fé do Araguaia;-7.1558;-48.7153;Estádio Municipal de Santa Fé do Araguaia
tocantins;Palmas Futebol e Regatas;Palmas;-10.2128;-48.3606;Estádio Nilton Santos
tocantins;Paraíso Esporte Clube;Paraíso do Tocantins;-10.1753;-48.8756;Estádio Pereirão
tocantins;Sparta Futebol Clube;Araguaína;-7.1931;-48.2053;Estádio Mirandão
tocantins;Sport Club Guaraí;Guaraí;-8.8375;-48.5111;Estádio Municipal Delfino Pereira Lopes
tocantins;São José Esporte Clube;Palmas;-10.2128;-48.3606;Estádio Nilton Santos
tocantins;Taquarussú Esporte Clube;Palmas;-10.2128;-48.3606;Estádio Nilton Santos
tocantins;Tocantins Esporte Clube;Miracema do Tocantins;-9.5636;-48.3936;Estádio Castanheirão
tocantins;Tocantinópolis Esporte Clube;Tocantinópolis;-6.3297;-47.4767;Estádio João Ribeiro
tocantins;União Atlética Araguainense;Araguaína;-7.1917;-48.2056;Estádio Mirandão
tocantins;União Atlética de Palmas;Palmas;-10.2128;-48.3603;Estádio Nilton Santos
