estado;clube;clube_canonical;cidade;latitude;longitude;estadio
rio_grande_do_sul;PRS;PRS Futebol Clube;Passo Fundo;-28.2628;-52.4076;Estádio Vermelhão da Serra
rio_grande_do_sul;REAL SPORT CLUB;Real Sport Club;Capão da Canoa;-29.7447;-50.0236;Estádio Módulo Esportivo
rio_grande_do_sul;RIO GRANDE;Sport Club Rio Grande;Rio Grande;-32.035;-52.0986;Estádio Arthur Lawson
rio_grande_do_sul;RIOGRANDENSE;Esporte Clube Riograndense;Santa Maria;-29.6842;-53.8069;Estádio dos Eucaliptos
rio_grande_do_sul;RIOPARDENSE;Esporte Clube Riopardense;Rio Pardo;-29.9825;-52.3811;Estádio Amaro Cassep
rio_grande_do_sul;SANTA CRUZ;Futebol Clube Santa Cruz;Santa Cruz do Sul;-29.7175;-52.4333;Estádio dos Plátanos
rio_grande_do_sul;SANTO ÂNGELO;Esporte Clube Santo Ângelo;Santo Ângelo;-28.3014;-54.2636;Estádio da Zona Sul
rio_grande_do_sul;SAPUCAIENSE;Futebol Clube Sapucaiense;Sapucaia do Sul;-29.8275;-51.1517;Estádio Arthur Mesquita Dias
rio_grande_do_sul;SER CRUZ ALTA;Sociedade Esportiva e Recreativa Cruz Alta;Cruz Alta;-28.6389;-53.6067;Estádio Morro dos Ventos
rio_grande_do_sul;SÃO BORJA;Associação Esportiva São Borja;São Borja;-28.6556;-56.0017;Estádio Vicente Goulart
rio_grande_do_sul;SÃO GABRIEL;Esporte Clube São Gabriel;São Gabriel;-30.3333;-54.3167;Estádio Sílvio de Faria Corrêa
rio_grande_do_sul;SÃO JOSÉ;Esporte Clube São José;Porto Alegre;-30.0346;-51.2177;Estádio Francisco Novelletto Neto
rio_grande_do_sul;SÃO LUIZ;Esporte Clube São Luiz;Ijuí;-28.3911;-53.9153;Estádio 19 de Outubro
rio_grande_do_sul;SÃO PAULO;Sport Club São Paulo;Rio Grande;-32.035;-52.0986;Estádio Aldo Dapuzzo
rio_grande_do_sul;TRÊS PASSOS;Três Passos Atlético Clube;Três Passos;-27.4658;-53.9358;Estádio Luiz de Medeiros
rio_grande_do_sul;UNIÃO FREDERIQUENSE;União Frederiquense de Futebol;Frederico Westphalen;-27.3553;-53.3964;Arena União
rio_grande_do_sul;UNIÃO HARMONIA;União Harmonia Futebol Clube;Canoas;-29.9191;-51.1892;Complexo Esportivo da Ulbra
rio_grande_do_sul;YPIRANGA;Ypiranga de Erechim;Erechim;-27.6333;-52.2667;Estádio Olímpico Colosso da Lagoa
rondonia;BARCELONA;Barcelona Futebol Clube;Vilhena;-12.7414;-60.1458;Estádio Portal da Amazônia
rondonia;GAZIN PORTO VELHO;Porto Velho Esporte Clube;Porto Velho;-8.7619;-63.9039;Estádio Aluízio Ferreira
rondonia;GENUS;Sport Club Genus de Porto Velho;Porto Velho;-8.7619;-63.9039;Estádio Aluízio Ferreira
rondonia;GUAJARÁ;Guajará Esporte Clube;Guajará-Mirim;-10.7833;-65.3333;Estádio João Saldanha
rondonia;GUAPORÉ;Associação Desportiva Guaporé;Rolim de Moura;-11.7256;-61.7736;Estádio Ângelo Cassol
rondonia;JI-PARANÁ;Ji-Paraná Futebol Clube;Ji-Paraná;-10.8803;-61.9447;Estádio Municipal José de Abreu Bianco
rondonia;PIMENTENSE;Sociedade Esportiva Pimentense;Pimenta Bueno;-11.6725;-61.1936;Estádio Municipal Luiz Alves de Ataíde
rondonia;PORTO VELHO;Porto Velho Esporte Clube;Porto Velho;-8.7619;-63.9039;Estádio Aluízio Ferreira
rondonia;PORTO VELHO ESPORTE CLUBE;Porto Velho Esporte Clube;Porto Velho;-8.7619;-63.9039;Estádio Aluízio Ferreira
rondonia;REAL ARIQUEMES;Real Ariquemes Esporte Clube;Ariquemes;-9.9053;-63.0325;Estádio Gentil Valério
rondonia;ROLIM DE MOURA;Rolim de Moura Esporte Clube;Rolim de Moura;-11.7258;-61.7758;Estádio Ângelo Cassol
rondonia;RONDONIENSE;Rondoniense Social Clube;Porto Velho;-8.7619;-63.9039;Estádio Aluízio Ferreira
rondonia;UNIÃO CACOALENSE;Sociedade Esportiva União Cacoalense;Cacoal;-11.4367;-61.4475;Estádio Aglair Tonelli Nogueira
rondonia;VILHENA;Vilhena Esporte Clube;Vilhena;-12.7414;-60.1458;Estádio Portal da Amazônia
rondonia;VILHENENSE;Vilhenense Esportivo Clube;Vilhena;-12.7414;-60.1458;Estádio Portal da Amazônia
roraima;ATLÉTICO RORAIMA;Atlético Roraima Clube;Boa Vista;2.8235;-60.6758;Estádio Flamarion Vasconcelos
roraima;BARÉ;Baré Esporte Clube;Boa Vista;2.8235;-60.6758;Estádio Flamarion Vasconcelos
roraima;G.A.S;Grêmio Atlético Sampaio;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;GAS;Grêmio Atlético Sampaio;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;MONTE RORAIMA;Atlético Monte Roraima;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;NÁUTICO;Atlético Roraimense;Caracaraí;1.8275;-61.1375;Estádio Flamarion Vasconcelos
roraima;PROGRESSO;Progresso Futebol Clube;Mucajaí;2.4333;-60.9167;Estádio Flamarion Vasconcelos
roraima;REAL;Real Esporte Clube;São Luiz do Anauá;0.8167;-60.2167;Estádio Flamarion Vasconcelos
roraima;RIO NEGRO;Atlético Rio Negro Clube;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;RIVER;River Esporte Clube;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;SAMPAIO;Sampaio Esporte Clube;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
roraima;SÃO RAIMUNDO;São Raimundo Esporte Clube;Boa Vista;2.8236;-60.6753;Estádio Flamarion Vasconcelos
santa_catarina;ATLÉTICO BATISTENSE;Atlético Batistense;São João Batista;-27.2833;-48.8486;Estádio Municipal Valério Gomes Neto
santa_catarina;ATLÉTICO CATARINENSE;Atlético Catarinense;São José;-27.6133;-48.6258;Estádio Orlando Scarpelli
santa_catarina;ATLÉTICO ITAJAÍ;Clube Atlético Itajaí;Itajaí;-26.9083;-48.6667;Estádio Dr. Hercílio Luz
santa_catarina;ATLÉTICO TUBARÃO;Clube Atlético Tubarão;Tubarão;-28.475;-49.0056;Estádio Domingos Silveira Gonzales
santa_catarina;AVAÍ;Avaí Futebol Clube;Florianópolis;-27.5949;-48.5482;Estádio Aderbal Ramos da Silva
santa_catarina;AVAÍ B;Avaí Futebol Clube;Florianópolis;-27.5949;-48.5482;Estádio Aderbal Ramos da Silva
santa_catarina;BARRA;Barra Futebol Clube;Balneário Camboriú;-26.992;-48.632;Estádio Dr. Hercílio Luz
santa_catarina;BLUMENAU;Blumenau Esporte Clube;Blumenau;-26.9194;-49.0661;Estádio Ervin Blaese
santa_catarina;BRUSQUE;Brusque Futebol Clube;Brusque;-27.1006;-48.9135;Estádio Augusto Bauer
santa_catarina;CAMBORIÚ;Camboriú Futebol Clube;Camboriú;-27.0175;-48.6536;Estádio Roberto Santos Garcia
santa_catarina;CANOINHAS;Canoinhas Atlético Clube;Canoinhas;-26.1764;-50.3939;Estádio Ditão
santa_catarina;CARAVAGGIO;Caravaggio Futebol Clube;Nova Veneza;-28.6275;-49.5036;Estádio da Montanha
santa_catarina;CARLOS RENAUX;Clube Atlético Carlos Renaux;Brusque;-27.1006;-48.9135;Estádio Augusto Bauer
santa_catarina;CAÇADOR;Caçador Atlético Clube;Caçador;-26.7747;-51.0189;Estádio Carlos Alberto da Costa Neves
santa_catarina;CHAPECOENSE;Associação Chapecoense de Futebol;Chapecó;-27.1005;-52.6147;Arena Condá
santa_catarina;CHAPECOENSE B;Associação Chapecoense de Futebol;Chapecó;-27.1005;-52.6147;Arena Condá
santa_catarina;CONCORDIA ATLÉTICO CLUBE;Concórdia Atlético Clube;Concórdia;-27.2378;-52.0255;Estádio Domingos Machado de Lima
santa_catarina;CONCÓRDIA;Concórdia Atlético Clube;Concórdia;-27.2378;-52.0255;Estádio Domingos Machado de Lima
santa_catarina;CRICIÚMA;Criciúma Esporte Clube;Criciúma;-28.6775;-49.3713;Estádio Heriberto Hülse
santa_catarina;CRICIÚMA B;Criciúma Esporte Clube;Criciúma;-28.6775;-49.3713;Estádio Heriberto Hülse
santa_catarina;FIGUEIRENSE;Figueirense Futebol Clube;Florianópolis;-27.5949;-48.5482;Estádio Orlando Scarpelli
santa_catarina;FLUMINENSE DE JOINVILLE;Fluminense Futebol Clube;Joinville;-26.3044;-48.8464;Arena Joinville
santa_catarina;GUARANI;Guarani de Palhoça;Palhoça;-27.646;-48.6704;Estádio Renato Silveira
santa_catarina;HERCÍLIO LUZ;Hercílio Luz Futebol Clube;Tubarão;-28.4762;-49.0044;Estádio Aníbal Torres Costa
santa_catarina;IMBITUBA;Centro Esportivo Recreativo e Cultural Imbituba;Imbituba;-28.2428;-48.671;Estádio Emília Mendes Rodrigues
santa_catarina;INTER DE LAGES;Esporte Clube Internacional;Lages;-27.8134;-50.3255;Estádio Vidal Ramos Júnior
santa_catarina;JARAGUÁ;Jaraguá;Jaraguá do Sul;-26.4847;-49.075;Estádio João Marcatto
santa_catarina;JOINVILLE;Joinville;Joinville;-26.3044;-48.8464;Arena Joinville
santa_catarina;JUVENTUS;Juventus;Jaraguá do Sul;-26.4847;-49.075;Estádio João Marcatto
santa_catarina;JUVENTUS JARAGUÁ;Juventus;Jaraguá do Sul;-26.4847;-49.075;Estádio João Marcatto
santa_catarina;MARCÍLIO DIAS;Marcílio Dias;Itajaí;-26.9046;-48.6667;Estádio Dr. Hercílio Luz
santa_catarina;METROPOLITANO;Metropolitano;Blumenau;-26.9194;-49.0661;Estádio Monumental do SESI
santa_catarina;NAVEGANTES;Navegantes Esporte Clube;Navegantes;-26.8936;-48.6583;Estádio Municipal Doutor Hercílio Luz
santa_catarina;NAÇÃO;Nação Esportes;Joinville;-26.3044;-48.8464;Arena Joinville
santa_catarina;ORLEANS;Orleans Esporte Clube;Orleans;-28.3556;-49.2936;Estádio Osmundino Matheus
santa_catarina;PEDRA BRANCA;Pedra Branca Esporte Clube;Palhoça;-27.6461;-48.6714;Estádio Renato Silveira
santa_catarina;PORTO;Associação Porto União;Porto União;-26.2361;-51.0736;Estádio Municipal Antiocho Pereira
santa_catarina;PRÓSPERA;Esporte Clube Próspera;Criciúma;-28.6794;-49.3711;Estádio Mário Balsini
santa_catarina;SANTA CATARINA;Santa Catarina Clube;Rio do Sul;-27.2136;-49.6458;Estádio Alfredo João Krieck
santa_catarina;TUBARÃO;Clube Atlético Tubarão;Tubarão;-28.4755;-49.005;Estádio Domingos Silveira Gonzales
sao_paulo;AMPARO;Amparo Athlético Club;Amparo;-22.7033;-46.7619;Estádio José de Araújo Cintra
sao_paulo;AMÉRICA;América Futebol Clube;São José do Rio Preto;-20.8122;-49.3772;Estádio Benedito Teixeira
sao_paulo;ANDRADINA;Andradina Esporte Clube;Andradina;-20.8936;-51.3753;Estádio Evandro Brembatti Calvoso
sao_paulo;ARAÇATUBA;Atlético Araçatuba;Araçatuba;-21.2086;-50.4328;Estádio Adhemar de Barros
sao_paulo;ASSISENSE;Associação Esportiva Santacruzense;Assis;-22.6625;-50.4133;Estádio Municipal Tonicão
sao_paulo;ATIBAIA;Sport Club Atibaia;Atibaia;-23.1156;-46.5503;Estádio Municipal Salvador Russani
sao_paulo;ATLÉTICO MOGI;Atlético Mogi;Mogi das Cruzes;-23.5228;-46.1883;Estádio Municipal Francisco Ribeiro Nogueira
sao_paulo;BANDEIRANTE;Bandeirante Esporte Clube;Birigui;-21.2867;-50.3411;Estádio Municipal Pedro Marin Berbel
sao_paulo;BARCELONA ESPORTIVO;Barcelona Esportivo Capela;São Paulo;-23.5505;-46.6333;Estádio Municipal Giglio Portugal Pichinin
sao_paulo;BARRETOS;Barretos Esporte Clube;Barretos;-20.5583;-48.5686;Estádio Municipal Antônio Gomes Martins
sao_paulo;BATATAIS;Batatais Futebol Clube;Batatais;-20.8917;-47.5833;Estádio Doutor Oswaldo Scatena
sao_paulo;BOTAFOGO;Botafogo Futebol Clube;Ribeirão Preto;-21.1775;-47.8103;Estádio Santa Cruz
sao_paulo;BRASILIS;Brasilis Futebol Clube;Águas de Lindóia;-22.4786;-46.6353;Estádio Leonardo Barbieri
sao_paulo;CA VOTUPORANGUENSE;Clube Atlético Votuporanguense;Votuporanga;-20.4236;-49.9775;Arena Plínio Marin
sao_paulo;CAPIVARIANO;Capivariano Futebol Clube;Capivari;-23.0017;-47.5056;Arena Capivari
sao_paulo;CATANDUVA;Catanduva Futebol Clube;Catanduva;-21.1358;-48.9753;Estádio Silvio Salles
sao_paulo;COLORADO CAIEIRAS;Colorado Caieiras;Caieiras;-23.3614;-46.7375;Estádio Municipal Carlos Ferracini
sao_paulo;COMERCIAL;Comercial Futebol Clube;Ribeirão Preto;-21.1775;-47.8103;Estádio Palma Travassos
sao_paulo;CORINTHIANS;Sport Club Corinthians Paulista;São Paulo;-23.5505;-46.6333;Neo Química Arena
sao_paulo;DESPORTIVO BRASIL;Desportivo Brasil;Porto Feliz;-23.2125;-47.5211;Estádio Municipal Dr. Julien Fouque
sao_paulo;ECUS;Esporte Clube União Suzano;Suzano;-23.5386;-46.3111;Estádio Municipal Francisco Marques Figueira
sao_paulo;ELOSPORT CAPÃO BONITO;Elosport Capão Bonito;Capão Bonito;-24.0033;-48.3475;Estádio Municipal Dr. José Sidney Cunha
sao_paulo;FERNANDÓPOLIS;Fernandópolis Futebol Clube;Fernandópolis;-20.2819;-50.2586;Estádio Municipal Cláudio Rodante
sao_paulo;FERROVIÁRIA;Associação Ferroviária de Esportes;Araraquara;-21.7945;-48.1758;Estádio Doutor Adhemar de Barros
sao_paulo;FLAMENGO;Associação Atlética Flamengo;Guarulhos;-23.4538;-46.5332;Estádio Antônio Soares de Oliveira
sao_paulo;FRANCANA;Associação Atlética Francana;Franca;-20.5383;-47.4008;Estádio Municipal Doutor José Lancha Filho
sao_paulo;GRÊMIO MAUAENSE;Grêmio Esportivo Mauaense;Mauá;-23.6672;-46.4614;Estádio Municipal Pedro Benedetti
sao_paulo;GRÊMIO NOVORIZONTINO;Grêmio Novorizontino;Novo Horizonte;-21.4733;-49.2258;Estádio Doutor Jorge Ismael de Biasi
sao_paulo;GRÊMIO OSASCO;Grêmio Esportivo Osasco;Osasco;-23.5325;-46.7925;Estádio Municipal Prefeito José Liberatti
sao_paulo;GRÊMIO PRUDENTE;Grêmio Prudente;Presidente Prudente;-22.1256;-51.3822;Estádio Paulo Constantino
sao_paulo;GRÊMIO SÃO-CARLENSE;Grêmio São-Carlense;São Carlos;-22.0175;-47.8861;Estádio Professor Luís Augusto de Oliveira
sao_paulo;GUARANI;Guarani;Campinas;-22.9056;-47.0608;Estádio Brinco de Ouro da Princesa
sao_paulo;GUARULHOS;Associação Atlética Flamengo (Guarulhos);Guarulhos;-23.4539;-46.5333;Estádio Antônio Soares de Oliveira
sao_paulo;INDEPENDENTE DE LIMEIRA;Independente de Limeira;Limeira;-22.5603;-47.4033;Estádio Comendador Agostinho Prada
sao_paulo;INTER DE BEBEDOURO;Associação Atlética Internacional (Bebedouro);Bebedouro;-20.9514;-48.4794;Estádio Sócrates Stamato
sao_paulo;INTER DE LIMEIRA;Associação Atlética Internacional (Limeira);Limeira;-22.5603;-47.4033;Estádio Major José Levy Sobrinho
sao_paulo;ITAPIRENSE;Sociedade Esportiva Itapirense;Itapira;-22.4358;-46.8217;Estádio Coronel Francisco Vieira
sao_paulo;ITARARÉ;Associação Atlética Itararé;Itararé;-24.1136;-49.3325;Estádio Vergínio Holtz
sao_paulo;ITUANO;Ituano Futebol Clube;Itu;-23.2619;-47.2972;Estádio Municipal Dr. Novelli Júnior
sao_paulo;JABAQUARA;Jabaquara Atlético Clube;Santos;-23.9608;-46.3333;Estádio Espanha
sao_paulo;JOSEENSE;Jacareí Futebol Clube;Jacareí;-23.3050;-45.9652;Estádio Municipal Du Cambusano
sao_paulo;JUVENTUS;Clube Atlético Juventus;São Paulo;-23.5505;-46.6333;Estádio Conde Rodolfo Crespi
sao_paulo;LEMENSE;Esporte Clube Lemense;Leme;-22.1858;-47.3917;Estádio Municipal Bruno Lazzarini
sao_paulo;LINENSE;Clube Atlético Linense;Lins;-21.6733;-49.7431;Estádio Municipal Gilberto Siqueira Lopes
sao_paulo;MANTHIQUEIRA;Associação Desportiva Manthiqueira;Guaratinguetá;-22.8133;-45.1917;Estádio Municipal Professor Dario Rodrigues Leite
sao_paulo;MARÍLIA;Marília Atlético Clube;Marília;-22.2239;-49.9456;Estádio Municipal Bento de Abreu Sampaio Vidal
sao_paulo;MATONENSE;Sociedade Esportiva Matonense;Matão;-21.6036;-48.3667;Estádio Municipal Dr. Hudson Buck Ferreira
sao_paulo;MAUÁ;Mauá Futebol Clube;Mauá;-23.6672;-46.4614;Estádio Municipal Pedro Benedetti
sao_paulo;MIRASSOL;Mirassol Futebol Clube;Mirassol;-20.8186;-49.4936;Estádio Municipal José Maria de Campos Maia
sao_paulo;MOGI MIRIM;Mogi Mirim Esporte Clube;Mogi Mirim;-22.4333;-46.9583;Estádio Vail Chaves
sao_paulo;MONTE AZUL;Atlético Monte Azul;Monte Azul Paulista;-20.7539;-48.6486;Estádio Municipal Otacília Patrício Arroyo
sao_paulo;NACIONAL;Nacional Atlético Clube;São Paulo;-23.5505;-46.6333;Estádio Nicolau Alayon
sao_paulo;NOROESTE;Esporte Clube Noroeste;Bauru;-22.3145;-49.0588;Estádio Dr. Alfredo de Castilho
sao_paulo;NOVORIZONTINO;Grêmio Novorizontino;Novo Horizonte;-21.4736;-49.2258;Estádio Dr. Jorge Ismael de Biasi
sao_paulo;OESTE;Oeste Futebol Clube;Barueri;-23.5106;-46.8756;Arena Barueri
sao_paulo;OLÍMPIA;Olímpia Futebol Clube;Olímpia;-20.7386;-48.9136;Estádio Maria Tereza Breda
sao_paulo;OSASCO;Grêmio Osasco Audax;Osasco;-23.5325;-46.7925;Estádio Municipal Prefeito José Liberatti
sao_paulo;OSASCO AUDAX;Grêmio Osasco Audax;Osasco;-23.5325;-46.7925;Estádio Municipal Prefeito José Liberatti
sao_paulo;OSVALDO CRUZ;Osvaldo Cruz Futebol Clube;Osvaldo Cruz;-21.7967;-50.8667;Estádio Municipal Breno Ribeiro do Val
sao_paulo;PALMEIRAS;Sociedade Esportiva Palmeiras;São Paulo;-23.5505;-46.6333;Allianz Parque
sao_paulo;PAULISTA;Paulista Futebol Clube;Jundiaí;-23.1857;-46.8916;Estádio Municipal Dr. Jayme Cintra
sao_paulo;PENAPOLENSE;Clube Atlético Penapolense;Penápolis;-21.4136;-50.0756;Estádio Municipal Tenente Carriço
sao_paulo;PONTE PRETA;Associação Atlética Ponte Preta;Campinas;-22.9056;-47.0608;Estádio Moisés Lucarelli
sao_paulo;PORTUGUESA;Associação Portuguesa de Desportos;São Paulo;-23.5505;-46.6333;Estádio Dr. Oswaldo Teixeira Duarte
sao_paulo;PORTUGUESA SANTISTA;Associação Atlética Portuguesa;Santos;-23.9608;-46.3333;Estádio Ulrico Mursa
sao_paulo;PRIMAVERA;Esporte Clube Primavera;Indaiatuba;-23.0925;-47.2103;Estádio Ítalo Mário Limongi
sao_paulo;RED BULL BRAGANTINO;Red Bull Bragantino;Bragança Paulista;-22.9533;-46.5422;Estádio Nabi Abi Chedid
sao_paulo;RED BULL BRAGANTINO II;Red Bull Bragantino II;Bragança Paulista;-22.9533;-46.5422;Estádio Nabi Abi Chedid
sao_paulo;RED BULL BRASIL;Red Bull Brasil;Bragança Paulista;-22.9533;-46.5422;Estádio Nabi Abi Chedid
sao_paulo;RIO BRANCO;Rio Branco Esporte Clube;Americana;-22.7419;-47.3333;Estádio Décio Vitta
sao_paulo;RIO CLARO;Rio Claro Futebol Clube;Rio Claro;-22.4125;-47.5633;Estádio Municipal Dr. Augusto Schmidt Filho
sao_paulo;RIO PRETO;Rio Preto Esporte Clube;São José do Rio Preto;-20.8122;-49.3772;Estádio Anísio Haddad
sao_paulo;SANTACRUZENSE;Esporte Clube Santacruzense;Santa Cruz do Rio Pardo;-22.8967;-49.6314;Estádio Municipal Leônidas Camarinha
sao_paulo;SANTO ANDRÉ;Esporte Clube Santo André;Santo André;-23.6653;-46.5325;Estádio Municipal Bruno José Daniel
sao_paulo;SANTOS;Santos Futebol Clube;Santos;-23.9608;-46.3333;Estádio Urbano Caldeira
sao_paulo;SERTÃOZINHO;Sertãozinho Futebol Clube;Sertãozinho;-21.1333;-47.9833;Estádio Municipal Frederico Dalmaso
sao_paulo;SKA BRASIL;SKA Brasil;Santana de Parnaíba;-23.4458;-46.9186;Estádio Municipal Prefeito Gabriel Marques da Silva
sao_paulo;SPORT ATIBAIA;SPORT ATIBAIA;Atibaia;-23.1153;-46.5503;Estádio Municipal Salvador Russani
sao_paulo;SÃO BENTO;Esporte Clube São Bento;Sorocaba;-23.5017;-47.4544;Estádio Municipal Walter Ribeiro
sao_paulo;SÃO BERNARDO;São Bernardo Futebol Clube;São Bernardo do Campo;-23.6944;-46.565;Estádio Primeiro de Maio
sao_paulo;SÃO CAETANO;Associação Desportiva São Caetano;São Caetano do Sul;-23.6186;-46.5736;Estádio Anacleto Campanella
sao_paulo;SÃO CARLOS;São Carlos Futebol Clube;São Carlos;-22.0175;-47.8861;Estádio Municipal Professor Luís Augusto de Oliveira
sao_paulo;SÃO JOSÉ;São José Esporte Clube;São José dos Campos;-23.2237;-45.9009;Estádio Martins Pereira
sao_paulo;SÃO PAULO;São Paulo Futebol Clube;São Paulo;-23.5505;-46.6333;Estádio Cícero Pompeu de Toledo
sao_paulo;TANABI;Tanabi Esporte Clube;Tanabi;-20.6133;-49.6533;Estádio Alberto Victolo
sao_paulo;TAQUARITINGA;Clube Atlético Taquaritinga;Taquaritinga;-21.4333;-48.5083;Estádio Adail Nunes da Silva
sao_paulo;TAUBATÉ;Esporte Clube Taubaté;Taubaté;-23.0272;-45.555;Estádio Joaquim de Morais Filho
sao_paulo;TUPÃ;Tupã Futebol Clube;Tupã;-21.9358;-50.5139;Estádio Municipal Alonso Carvalho Braga
sao_paulo;UNIÃO BARBARENSE;União Barbarense;Santa Bárbara d'Oeste;-22.7536;-47.4175;Estádio Antônio Lins Ribeiro Guimarães
sao_paulo;UNIÃO MOGI;União Mogi;Mogi das Cruzes;-23.5228;-46.1883;Estádio Francisco Ribeiro Nogueira
sao_paulo;UNIÃO SUZANO;União Suzano;Suzano;-23.5389;-46.3111;Estádio Francisco Marques Figueira
sao_paulo;UNIÃO SÃO JOÃO;União São João;Araras;-22.3586;-47.3803;Estádio Hermínio Ometto
sao_paulo;VELO CLUBE;Velo Clube;Rio Claro;-22.4122;-47.5617;Estádio Benito Agnelo Castellano
sao_paulo;VOCEM;VOCEM;Assis;-22.6617;-50.4136;Estádio Antônio Viana da Silva
sao_paulo;VOTUPORANGUENSE;Clube Atlético Votuporanguense;Votuporanga;-20.4258;-49.9775;Arena Plínio Marin
sao_paulo;XV DE JAÚ;Esporte Clube XV de Novembro de Jaú;Jaú;-22.2975;-48.5586;Estádio Zezinho Magalhães
sao_paulo;XV DE PIRACICABA;Esporte Clube XV de Novembro de Piracicaba;Piracicaba;-22.7253;-47.6476;Estádio Barão da Serra Negra
sao_paulo;ÁGUA SANTA;Esporte Clube Água Santa;Diadema;-23.6858;-46.6219;Estádio Distrital do Jardim Inamar
sergipe;AD CARMÓPOLIS;Associação Desportiva Carmópolis;Carmópolis;-10.5358;-37.0936;Estádio Fernando França
sergipe;AMADENSE;Amadense Esporte Clube;Estância;-11.2636;-37.4389;Estádio Augusto Franco
sergipe;AMÉRICA;América de Propriá;Propriá;-10.2136;-36.8375;Estádio Durval Feitosa
sergipe;AMÉRICA DE PEDRINHAS;América de Pedrinhas;Pedrinhas;-11.0111;-37.5333;Estádio Roberto Silva
sergipe;ARACAJU;Aracaju Futebol Clube;Aracaju;-10.9111;-37.0717;Arena Batistão
sergipe;ATLÉTICO CENTRAL;Atlético Central;Estância;-11.2658;-37.4394;Estádio Augusto Franco
sergipe;ATLÉTICO GLORIENSE;Atlético Gloriense;Nossa Senhora da Glória;-10.2217;-37.4153;Estádio Editon Oliveira
sergipe;BARRA;Barra dos Coqueiros;Barra dos Coqueiros;-10.9056;-37.0389;Estádio João Cruz
sergipe;BOCA JÚNIOR;Associação Desportiva Boca Júnior Futebol Clube;Carmópolis;-10.5358;-37.0953;Estádio Fernando França
sergipe;BOQUINHENSE;Sociedade Boca Júnior Futebol Clube;Estância;-11.2658;-37.4375;Estádio Augusto Franco
sergipe;BOTAFOGO;Botafogo Associação Sergipana de Futebol;Cristinápolis;-11.4722;-37.7458;Estádio Geraldo Oliveira
sergipe;CANINDÉ;Canindé Esporte Clube;Canindé de São Francisco;-9.6556;-37.7833;Estádio André Avelino
sergipe;CONFIANÇA;Associação Desportiva Confiança;Aracaju;-10.9167;-37.05;Arena Batistão
sergipe;CORITIBA;Coritiba Foot Ball Club;Curitiba;-25.4296;-49.2719;Estádio Major Antônio Couto Pereira
sergipe;COTINGUIBA;Cotinguiba Esporte Clube;Aracaju;-10.9167;-37.05;Arena Batistão
sergipe;DESPORTIVA ARACAJU;Associação Desportiva Aracaju;Aracaju;-10.9167;-37.05;Arena Batistão
sergipe;DORENSE;Dorense Futebol Clube;Nossa Senhora das Dores;-10.4914;-37.1833;Estádio Ariston Azevedo
sergipe;ESTANCIANO;Estanciano Esporte Clube;Estância;-11.2667;-37.4333;Estádio Augusto Franco
sergipe;FALCON;Falcon Futebol Clube;Barra dos Coqueiros;-10.9083;-37.0333;Arena Batistão
sergipe;FLAMENGO;Associação Desportiva Flamengo;Aracaju;-10.9167;-37.05;Arena Batistão
sergipe;FORÇA JOVEM AQUIDABÃ;Força Jovem Aquidabã;Aquidabã;-10.3114;-37.0514;Estádio Municipal Manoel Anacleto
sergipe;FREI PAULISTANO;Associação Desportiva Frei Paulistano;Frei Paulo;-10.5556;-37.5333;Estádio Municipal Jairton Menezes de Mendonça
sergipe;GUARANY;Associação Desportiva Atlética Guarany;Porto da Folha;-9.9958;-37.2786;Estádio Caio Feitosa
sergipe;INDEPENDENTE;Independente Futebol Clube;Simão Dias;-10.7417;-38.1056;Estádio Albano Franco
sergipe;ITABAIANA;Associação Olímpica de Itabaiana;Itabaiana;-10.6897;-37.4253;Estádio Etelvino Mendonça
sergipe;LAGARTO;Lagarto Futebol Clube;Lagarto;-10.9167;-37.5167;Estádio Paulo Barreto de Menezes
sergipe;MARUINENSE;Club Sportivo Maruinense;Maruim;-10.7333;-37.1333;Estádio Vavazão
sergipe;OLÍMPICO;Olímpico Esporte Clube;Itabaianinha;-11.2833;-37.7833;Estádio Souzão
sergipe;PROPRIÁ;Esporte Clube Propriá;Propriá;-10.2067;-36.8356;Estádio Durval Feitosa
sergipe;RIACHÃO;Riachão Esporte Clube;Riachão do Dantas;-11.05;-37.7333;Estádio Municipal de Riachão do Dantas
sergipe;SANTA CRUZ RIACHUELO;Santa Cruz Esporte Clube;Riachuelo;-10.7333;-37.25;Estádio Francisco Leite
sergipe;SERGIPE;Club Sportivo Sergipe;Aracaju;-10.9167;-37.05;Arena Batistão
sergipe;SETE DE JUNHO;Sete de Junho Esporte Clube;Tobias Barreto;-11.1819;-37.9958;Estádio Brejeirão
sergipe;SOCORRENSE;SOCORRENSE;Nossa Senhora do Socorro;-10.8536;-37.1353;Estádio Wellington Elias
sergipe;SOCORRO;Socorro Sport Club;Nossa Senhora do Socorro;-10.8536;-37.1353;Estádio Wellington Elias
tocantins;ALVORADA;Alvorada Esporte Clube;Alvorada;-12.4817;-49.1236;Estádio Elias Nasser
